Jokes,Offensive,Explicit
مره واحد ساب عربيته دايرة رجع لقاها مربع.,0,no
"واحد ماشي ومفرشخ رجليله شاهده صديقه وسأله عن السبب.
فقال له: عندي كوليسترول و نصحني الطبيب بالإبتعاد عن البيض.",1,no
"طالب أسنان نجح عملوله كيكة على شكل أسنان.
قال :ياريتني نساء وولادة.",1,no
طفل سأل جده قله عندك أسنان يا جدي قاله لا. قاله الطفل إشطا خلي التفاحة دي معاك على ما أجي.,0,no
"ليه النمر بيجري ورا العربية.
عشان يشوف النمرة.",0,no
"واحد يقول لزوجته : هانعمل جمعيه , كل يوم اعطيكى جنيه و بوسه.
جا اخر الشهر لقى معاها 90 جنيه 
قالها : ازاى دا؟
قالت له : اسكت .... مش ابومحمد جارنا دخل بسهمين.",1,no
"الزوجه : لابد من طرد السائق لأنه كاد أن يقتلنى ثلاث مرات بتهوره.
الزوج : لا ياحبيبتي بل نعطيه فرصه اخيره.",1,yes
"واحدة بتسأل خطيبها بتقوله. ايه أطول نهر في العالم ؟  قالها ” الميسي سبى ” .
قالت له:- لا مش هلمس حاجه إلا لما تجاوب الأول.",1,no
مره تاجر مخدرات بيقول لامه عامله ايه علي الغدا قالتله كبسه راح نط من الشباك.,1,yes
مرة بيضة راحت القسم قالتلهم انا اتسلقت.,0,no
فيه واحد فرش أسنانه واليوم الثاني سكن فيها,0,no
فيه استاذ قال ل طلابه انتم مصابيح المستقبل في طالب ناضر ل زميله نايم قال ياستاذ فيه المبه محروقه,0,no
مرة واحد سأل شيخ عاوز انتحر بطريقة إسلامية قالوا اتكهرب بزينة رمضان,1,yes
مره تلفزيون حب تلفزيونه قالها هاتي بوصة,0,no
مره سمكه راحت تنام قالت ل صحابها سبحو علي خير,0,no
في بقره جالها جفاف جابت حليب بودره,0,no
مره ترزي ماشي في حته مقطوعه قام مخيطها,0,no
بيقولك مره واحده اسمها ملك وقعت على وشها بقت کتابه,0,no
مره واحده اسمها سما زعلت مطرت,0,no
مره واحد أشترى عيش لقاه سخن و داه المستشفى,0,no
واحد نزل ديت مع واحده وبعد الاكل والشرب قالها أنا نسيت المحفظة المهم هی دفعت وفضلوا يتكلموا ساعة وفتحت موضوع أننا بنبقا وحشين ف صورة البطاقة وقالتله وريني شكلك ف البطاقة راح مطلع المحفظة من جيبه.,0,no
مرة عسكري زهق من البندقيه أشتري حمصية.,0,no
بيقولك في برتقالة معصورة، وفي برتقالة مع فيديو.,0,no
مره واحد بخيل مات كتب ف الوصيه متغسلونيش انا مستحمي.,0,no
مره روچ بیهزر مع ايلاينر قاله تصدق إنك عيل ماسكرا.,0,no
مرة واحدة اسمها ندى وقفت ف الشمس اتبخرت.,0,no
مره واحد رجع فكلامه خبط اللي وراه.,0,no
مرة واحد لقى الساعة واقفة جابلها كرسي.,0,no
مره بنت اسمها نور غسلت وشها اتكهربت,0,no
بنت طيبة اشتغلت في الصين مكان حلويات، لمن جاها خامس زبون قالت له يا ولدي كفايه حيجيك وجع بطن.,1,no
راجل قام من النوم على صوت زعيق سأل الجيران في إيه ؟ قالوا له تصدق المياه مسممة . مراته صحيت سألته في إيه؟ قال لها المياه هتقطع إشربي ونامي.,1,no
مره واحد عمل كوبايه شاي تقيله مقدرش يشلها.,0,no
بيقولك مره واحد مكتئب جاع بليل قام واكل بؤس ماط.,0,no
صعيدي راكب ميكروباص الست جمبه طلعت الاجره و قالت السيده زينب. طلع اجرته وقال للسواق السيد عوضين الزناتي.,0,no
مره واحد صعيدى دخل سوبر مارکت و قال عايز لبن قايم الراجل قايله خالي من الدسم ؟ قايم الصعيدي رادد عليه و قاله اتشرفنا يبلدينا انا خالي من أسيوط.,0,no
فيه واحد دمه فار لحقته بسه.,0,no
مرة شيوعي جاب بنت سماها لينا.,0,no
مرة واحد مراته كانت حامل قال لو ولد هسميه مبروك ولو بنت هسميها مبروكة. المهم يوم ما ولدت الدكتور خرج قاله الف مبروك قال يلهوي هأكلهم منين.,0,no
طب مرة واحد حط أيده في حمض هيدرو فلوريك مركز طلعها ملقاهاش، قام دخل راسه يدور عليها.,1,no
فيه خباز اذا جاء يخبز يفصخ ساعته ليه ؟ عشان الدقيق ما يتغزل بالدقيقه.,0,no
مرة سمسار دخل الحمام عمل شخة مفروشة.,1,yes
مرة صيدلانية دخل عليها راجل عجوز اعمي عطته بزازها قالها معندكيش قطرة؟ قالتله بزمتك في قطرة من كدا؟,1,yes
مرة واحد شيعي دخل خناقة ضرب نفسه.,1,no
مرة بخيل دخل النار قالهم انا عايز فلوس الحج بتعتي.,1,no
مرة واحد فتح المصحف لقى سورة النمل و العنكبوت والنحل قام رش المصحف ببيرسول.,1,no
مره واحد اسمه حارث كبر صار سيكيورتي.,0,no
أكو وحده اسمها بتول كبرت صارت بالعرض.,0,no
"أكو وحده اسمها مريوم كبرت صارت ""مر سبوع"".",0,no
اكو واحد اسمه فادي كبر صار مشغول.,0,no
خمسه طلعوا الصحراء مع بعض، ثلاثه تاهو واثنين لكزس.,0,no
واحد بلع سفنجة نشف ريقه.,0,no
 واحد ایده نملت جان يحطلها قاتل حشرات.,0,no
"شنو عکس کلمه تلميذات؟
دونت تیل می ذات.",0,no
مره واحد وكع ب الحب جان تنكسر رجله.,0,no
"ليش الشيوخ يحبون البني؟
لان ""انما الاعمال بالنيات"".",0,no
اكو وحده اسمها هاله حطت كونسيلر جان تختفي.,0,no
ما هو التيار ؟ التيار هو اللي يسوق التياره.,0,no
واحد يغازل لبنانيه قالتله حل عني.. قلها وين الاسئله.,0,no
اكو واحد اسم سعود، كبر صار نزول.,0,no
"مرة بنيه دتسوق سيارة ومشغلة ال GPS
كلها أنحرفي قليلاً نزعت الحجاب.",1,no
"بكتريا سألت بكتريا
كالتلها تسمعين ام جرثوم كالتلها لا..اسمع فيروس.",0,no
"اكو مدرس عربي يقفل الباب من ينام ليش؟
يخاف من النصوص.",0,no
"مرة عمارتين كاعدين ويه موزة سألوها احزري منو اللي ""بانانا"".",0,no
"شنو اكثر شي تخاف منه؟ الحسد
لیش؟ لأن الحسد ملك الغابه.",0,no
اكو وحده اسمها تغريد كبرت صارت تدفئه.,0,no
اكو واحد اسمه فراس کبر صار بطانيه.,0,no
اكو واحد عدموه شنقاً والثاني عدموه غرباً.,1,yes
اكو شيعي وسنيه تزوجو جابو اشعه سينيه.,0,no
اکو عصفور اصلع ليش؟؟؟ حلق في السماء.,0,no
طفل في باص الروضه جالس يغني اذا امي حلوه وابوي حلو اطلع عسل واذا امي فرس وابوي حصان اطلع مهر إذا امي لبوة وابوي اسد أطلع شبل ضحك صاحب الباص وقال له واذا امك حماره وابوك حمار وش تطلع ..؟ قال له الطفل اطلع سواق باص.,1,no
اكو ليمونه انفصلت من شغلها ليش لانو متشتغل بعد العصر.,0,no
يهودي عبر الشارع دعمته سیاره نازیه.,1,yes
واحد ملحد دخل على مطعم ... أكل وما دفع ليش؟ قال ما بأمن بالحساب.,1,yes
" نجّار حاطط تحميلة على أذنه، سأله صاحبه: 'ليش حاطط تحميلة على إذنك؟'
حك النجار رأسه وقال: 'دخلك أنا وين حطيت القلم؟!'",1,no
"واحد عندو 4 دجاجات وديك، جاب ديك تاني حتى يساعده ويكتر البيض.بعد فترة لاحظ إنه البيض اختفى كليًّا، فراح عند الديك الأول وقاله: 'أنا جبت ديك تاني حتى يساعدك...شو القصة؟'
ردّ عليه: 'للصراحة الدّيك اللي جبته أحلى من كل الدجاجات!'",1,no
"معلمة تشرح مبطلات الوضوء ، فقالت مس الذكر يبطل الوضوء فرفعت طالبة يدها و سالت :
مس بالسين او بالصاد؟؟؟ قالت المعلمة : بالسين قالت الطالبة : الحمد لله وضوءنا ما بطل.",1,no
"
رجع جورج قرداحي من السفر ولقى مرته حامل
فقال :من وين هيدا...؟
فقالت :استعنت بصديق.
قال لها :بدي اتشكرك مااستعنتي بالجمهور.",1,no
"لبنانية تسأل سعودي محشش في الشارع:
خيي ..بدي جامع الملك فهد؟
قال المحشش: الملك فهد والله مات بس اذا بدك انا بجامعك.",1,yes
"زوج تهاوش هو وزوجته وراح للقاضي علشان يطلقها وياخذ الولد
قالت زوجته: الولد من حقي جلس ببطني تسعة اشهر
قال الزوج: بالمنطق ياشيخ انت حطيت ريال في ماكينة بيبسي من ياخذ البيبسي",1,no
مره واحده اسمها اسماء خبطتها عربية كل أسم راح في حته.,0,no
واحد اشتري قلمين واحد يكتب بيه والتاني يكتب سي.,0,no
مرة واحدة اسمها أية دخلت كلية هندسة بقا اسمها أية حاسبة.,0,no
واحد بيقول لواحد تاني مش قادر اصوم لحد المغرب، راح التاني قاله صوم لحد ليبيا.,0,no
مره واحد استظرف اتحشر فى صندوق بريد.,0,no
مره واحد كان مدير عام و التاني مدير غرق.,0,no
"مره واحد سوري شاذ فتح مطعم سماه ""هوموز الشام"".",1,yes
واحد صعيدي تعبان عضه فا راح للدكتور الدكتور قاله قدامك ١٠ دقايق وتموت، راح الصعيدي خلى التعبان يعضه تاني وقال للدكتور بقوا تلت ساعة.,1,yes
"واحد شيعي اشترى موبايل، كسره عشان طلع ""سوني"".",1,no
مرة واحد راح يوكل محامي لقاه صايم.,0,no
مرة قنبلة انفجرت في كنتاكي.فيه فراخ ناجتس و فراخ للاسف ما ناجتس .,0,no
ممرضة خلفت توأم سمت واحد وليد والتاني عضل .,0,no
مرة واحد أزهري قال أعوذ بالله من علم لا ينفع فقد الذاكرة.,1,no
"رجل يخاطب حبيبته فقال لها انتي فتاة احلامي.
قالت: لكني لست جميلة لهذة الدرجه.
رد عليها: أدري، مو أني أحلامي كلها زبالة.",1,no
"فلاح اخذته الشرطة ليش؟
لأنه يسوي مشاتل.",0,no
مرة مهندس قفلت معاه وكان يبي يترك شغله. قال لمديره انا مستطيل.,0,no
صيدلاني بنى عمارة ليش؟ عشان يسكن الألم.,0,no
مرة وحدة اسمها حصة يوم كبرت صار اسمها محاضرة.,0,no
مرة واحد بخيل فات على حمام عمومی و ظل عالق شهر لما طلع سألوه ليش طولت قال كان مكتوب ادفع على باب الحمام.,0,no
في واحد رفع قضية طاحت عليه.,0,no
مره واحد محترم بص على الساعه لقاها واحده اتكسف.,0,no
"مره واحد مصري وواحد امريكي وواحد فرنساوي حبوا يبنوا عماره
المصري قال انا عليا الحديد
والامريكي قال وانا هجيب الاسمنت
والفرنساوي قال وانا هجيب الطوب
بعدها باسبوعين العمارة وقعت
الامريكي قال يا خساره الاسمنت اللي حطيته في العماره
الفرنساوي قال يا خساره الطوب اللي حطيته في العماره

المصري قال الحمدلله اني محطتش الحديد.",1,no
حصان شاذ سألوه ايه هوايتك قالهم الرسم وركوب الخيل.,1,yes
"ليه أسرع كمبيوترات في العالم موجودة في فلسطين؟
عشان فيها رام الله.",0,no
"في شيخ كان يخطب جمعه عند اغبياء قال لهم الشيخ: هل تعرفون من تحادث بناتكم على الهاتف
قالوا: لا ياشيخ
قال الحبيب
قالوا: صلى الله عليه وسلم",1,no
واحد ما عمره شاف مكوته وجلده ابوه عليها ويوم راح يشوف اثار الضرب . قال الله يلعنه قسمها نصين.,1,yes
مره واحد حب يموت سمكة غرقها ف الميه.,0,no
"جيش بيحارب والذخيرة بتاعته قربت تخلص راحوا لدكتور نسا ليه؟
عشان يديهم حاجة تزود الطلق.",1,no
عزيزتي المدخنة حافظي على رئتاك وردیتان عشان مش هايبقى سواد فوق وتحت !,1,no
مرة واحد إسمه محمد عمارة حب ينتحر نط من فوق أبوه.,1,no
الدكتور خريج طب اسنان الازهر بيعمل للمريض تقويم هجري.,0,no
دي عايزاني انزل ع ركبتي واطلب ايديها.. مفهاش حاجة الراجل بينزل ع ركبته مرة واحدة الست بتنزل باقي العمر.,1,no
"انا نفسي ابقى شيطانك.
ليه؟
مش لما انتي بتتعصبي الشيطان بيركبك؟",1,yes
"هو انتي كنتي في مدرسة راهبات؟
ليه؟
أصلك رهيبه",0,no
"جد بيقول لأحفاده أيام الإنجليز اللي ما كانش بيتقتل كانو بيقلعوه ويغتصبوه.
قالولو وانت عملت ايه يا جدي؟ قالهم انا قتلوني.",1,yes
عارف ايه الفرق بين حمادة هلال والخمرة ان حمادة هلال إنما الخمرة حرام.,0,no
معلش نسيت اعرفكم على بعض ليوناردو دا فينشي، فينشي دا ليوناردو.,0,no
حمادة هلال بيغير من مصطفى قمر عشان هو كامل.,0,no
مرة فيل اتخانق مع فيل قاله يبن المومث.,1,no
"تعرفي اني لما بشوفك بحب العصور القديمة
- اشمعنا
- اصلي بتخيلك قلعة",1,no
انهارده مدرس الفيزيا سأل اللي قدامي ايه هي وحدة قياس المقاومة فقولت للواد بصوت واطي اوم لقيته قام وقف.,0,no
"هي اللحمة دي مفرومة ؟
اه بس متقولش كدة قدامها
ليه؟
عشان الكلمة دي بتعصجها",0,no
واحد مسيحي اتزحلق ف الكنيسه جاله رباط صليبي.,1,no
واحدة بتسأل جوزها هنسمي ابننا ايه فقالها مالك قالتله مفيش.,0,no
مرة واحده فلات اتمسكت في قضية ابتزاز طلعت براءه.,1,no
بيقولك السمك الصغير بيخاف يعمل اي مصلحه ليطلعله منها قرشين حلوين.,0,no
مرة واحد شغال ف اوبر قال یا رزاق یا كريم اترفد.,0,no
"ليه ذرات الزنك مبتتكلمش ؟؟
علشان هما خارصين.",0,no
مرة واحد مسيحي بيبيع ايسكريم خلف عیل سماه بوله.,0,no
مرة واحد بيقول لواحدة اسمك اية ؟ قالتله وعد قالها مش هقول لحد.,0,no
مرة قاضي جاله أنفلونزا عشان كان في شاهد عيان.,0,no
انا بحب الحيوانات جدا لدرجه اني ف مره ارتبطت بلبوه.,1,no
"وحده تقول لزوجها
ليش عيونك كبار ؟ قال لها لما كنت صغير كنت أبكي كثير لهيك كبرت عيوني
قالت له يا ليتك كنت تبول كثير.",1,no
مرة ميكى ماوس فتح بيت دعارة سماه تزنی لاند.,1,yes
مدرسه سألت تلميذ ان يذكر اسم ثلاث انبياء فقال : النبي عيسى و النبي محمد والنبي بشويش فقالت : الاول والثاني نعرفهم فمن الثالث فقال : لا اعرف ولكني سمعت الماما بتقول لبابا والنبي بشويش.,1,no
وحده بتقول لزوجها بتعرف أن الثور بينيك أكثر من سبعمائة مره في السنه، تقدر إنت تسوي مثله ؟ قال الزوج إسئليه إذا كان ينيك نفس البقرة.,1,yes
واحده شرموطة راحت لرجل دين وقالتله عاوزه اتوب وياريت تقولى على أول خطوات التوبة - قالها أول خطوة تشيلي ايدك من على بتاعي.,1,yes
بيسألها ماما هما الرجاله حاطين إيه في مايوهاتهم؟ قالتله حاطين فلوس. شويه وقالها طيب ليه الراجل ده كل ما يبص عليكي فلوسه تكبر.,1,no
"ولد يسأل أمه : ماما شو يعني ملاك
قالت : مخلوق من نور يطير في السماء
قال لها : سمعت أبي أمس يقول للشغالة يا ملاكي بس ما طارت
قالت له : بتطير اليوم هي وأبوك إن شاء الله ...",1,no
"واحد اشتری خاتم لخطيبته
قالوله اهلها تعال لبسها الخاتم انت.
ضرب على الطاوله وقال يا ريتني جبتلها كلسون .",1,no
"واحد سأل صيدلي  ليش حاطين الفياقرا في قسم مواد التجميل.؟
قال الصيدلي : لأنها تبيض الوجه.",1,yes
"واحد اتصل بمراتو يوم الخميس وقـالها
الليلة انــا تعبان جدا ..قلة الادب هتبقي من الستيانه ولفوق
في الليل رجع لقاها لابسه الستيانه على ركبتها",1,yes
"محشش اهلوا ماتوا اخد حبة فياغرا ليه؟
عاوز حدا يوقف معو.",1,yes
مره واحد غبي ركب سفيه فشاف لافته مكتوب عليه يوجد قروش هنا فخاف ورمي نفسه في البحر.,0,no
مره صيدلانيه أغمى عليها من الخضة عشان شافت فارمسي على الحيطة.,0,no
راجل عجوز سمع حد بيخبط على الباب فقال: مين؟ قاله: أنا حفيدك، رد عليه: هتفيدني بإيه يعني؟؟,0,no
واحد غبي قال لابن عمه: أمريكا طلعت القمر واحنا لازم نطلع الشمس، فرد عليه وقله: بس الشمس حر جدًا، قله: مفيش مشكلة نطلعلها بالليل.,0,no
غبي رمى بهاتفه من النافذة، وعندما نزل وجده مكسور، قال غريبة جدًا مع أني مشغّل وضع الطيران.,0,no
غبي سألوه شو أصعب إشي بالدنيا؟ قالهم إنك تحلق دقنك وأنت تأكل علكة.,0,no
وحدة بتشكي للدكتور بتقله يا دكتور زوجي بيحكي وهو نايم شو الحل؟ قالها بسيطة أعطيه فرصة يحكي وهو صاحي.,1,no
مجنون يأكل في ملعقة طويلة، ليه؟ عشان الدكتور قاله ابعد عن الأكل.,0,no
قال الطبيب للبخيل: خذ من هذا الدواء أربع ملاعق كل يوم، فرد البخيل: لكن يا دكتور لا يوجد عندي إلا ملعقتين فقط! فما العمل؟,0,no
قال المعلم للتلميذ: أعطني جمله مفيدة فيها كلمة سكر؟ التلميذ: شربت الشاي في الصباح، المعلم: وأين كلمة سكر؟ التلميذ: في الشاي يا أستاذ.,0,no
واحد غبي انشقت شحاطته وهو ماشي راح خيطها عند الكندرجي، بعد أسبوع شافها تحسنت قام فك الخياطة.,0,no
فتح لزوجته باب العربية فقالت له: ياه ما أجملك وأنت رومانسي، فقال لها: اتنيلي انزلي الباب مبيفتحش إلا من برة.,1,no
ناظر بيقول للأستاذ هو لي كل التلاميذ عندك بينطقوا الجيم دال؟؟ قاله مش عارف هو دا إلى مدنني.,0,no
واحد قال لأخوه التوأم انت فين من الصبح بخربيتك امك خلتني استحمي مرتين.,0,no
مره واحد كان معاه عربيه قديمه ومش عارف يبيعها فصاحبه قاله حط عليها علامه مرسيدس وهي تتباع علطول فعمل كده وبعد اسبوع صاحبه سأله بعت العربيه ولا لسه فقاله انت أهبل هو ف حد يبيع عربيه مرسيدس.,0,no
مره واحد محشش بيسألوه الناس ايه رأيك في الزواج المبكر قالهم يعني الساعه كام.,0,no
مره واحده اتصلت ع مامتها قالتلها جوزي مزعلني وجايه اقعد عندكم قالتلها متجيش هو محتاج عقاب اكبر فأنا اللي هجيلك اقعد عندكم.,1,no
مره واحد بيسأل باباه اي هي المواد سريعه التبخر قاله راتبي لما تشوفه امك.,1,no
واحد بيسأل واحد صاحبه انت لسه خاطب قاله لا قاله أحسن دي كانت وحشه فرد عليه التاني قاله انا اتجوزتها.,1,no
مره واحد شغال في المرور خلف ولد طلع بيتكلم بلغة الاشارة.,0,no
مره واحده صحيت من النوم مخضوضه اوي جوزها قالها ف إيه قالتله حلمت إني اترملت قالها بعد الشر عنك ي حبيبتي ان شاء الله أنا وانتي لأ.,1,no
مره واحد مسطول اشتري تاكسي كل مالناس تشاورله يفرح أوي ويقول ياه دانا طلعت مشهور أوي.,0,no
مره واحد لقي عياله مشغلين المروحه فضربهم علشان مشغلينها علي ثلاثة وهما اتنين.,0,no
مره واحد قاعد مع عيلته فقال عطشان، فجري اخوه الصغير وجابله مايه. فقاله انت بقيت محترم كده ليه فقاله أخدنا درس انهارده واحد دخل الجنه لأنه سقي كلب.,1,no
مره واحده راحت تغير اسمها من صباح لضحي فالموظف قالها مش مستاهله ده الفرق بينهم نص ساعه بس.,0,no
واحد عازم صحابه على السطح ليه؟ أصدقاء سطحيين.,0,no
واحده صحيت من النوم قالت لجوزها حلمت انك جبتلي سياره وعلمتني السواقه قالها كملي نوم يمكن تعملي حادث بالمره.,1,no
مره واحد ركب مع صاحبه العربيه فكان ماشي علي سرعه ١٨٠ وبياكل ويشرب وبيتكلم ف التليفون فبيسأل صاحبه انت ليه ساكت كده قاله علشان بفكر هيصلو علينا فين.,0,no
الأستاذ: ما تعريف الصخور الراسبة؟ التلميذ:هي التي تذاكر طوال العام ولا تنجح.,0,no
فيه واحد سمى عياله صقر وفهد وأسد وذيب، سألوه الناس عن السبب، قال لهم علشان لما احتاجهم أقولهم في مرة واحدة تعالوا يا حيوانات.,1,no
مرة واحد بخيل جاب تليفون جديد حطه في جيبه اللي ورا، ونسي وقعد على كرسي، راح سامع صوت حاجة بتتكسر، قال يارب يبقي العمود الفقري.,0,no
مرة ميكانيكي فتح مصنع شوكولاتة سماه كلاكسي.,0,no
وحده قصيره راحت تشهد في المحكمه يوم وصلت سألها القاضي أيش أسمك قالت نخله قلها من بدايتها كذب.,0,no
مرة واحد راح للدكتور وقال له: “دكتور، كل ما أشرب شاي أحس بألم في عيني.” الدكتور قال له: “أكيد بتنسى تشيل الملعقة!”,0,no
في مصنع قهوه انفجر قال بن.,0,no
مرة واحد مات باقي الأرقام زعلت عليه.,0,no
مضيفة طيارة بتسأل راكب ... تحب انزل لك عشاء كامل ؟ رد عليها : ليه هو كامل مش حيتعشى؟,0,no
واحد غبى قوى حكموا عليه بالاعدام .. بعد ما علقوه في المشنقه قعد يشاور ويخبط بأيده ورجليه ففكروه عاوز يقول حاجه مهمه .. ففكوه ونزلوه بسرعه ...... فبص لهم وقال : ياجزم كنت هتخنق.,1,yes
انزلقت سيارة تاكسي على منحدر شديد فصاح السائق برعب: لا أستطيع ايقاف السيارة فرد الراكب البخيل أوقف العداد بسرعة.,0,no
مره واحده حامل ابنها الصغير بيسألها : ايه اللي في بطنك ده يا ماما قالتله : ده أخوك يا حبيبي... تاني يوم و هوه في المدرسه المدرس سأله : انت عندك اخوات ؟ قاله : كان عندي واحد بس ماما أكلته.,0,no
بنت حبت تشتغل مع رئيس عصابة،  شغلها في غسيل الأموال.,1,no
مرة مذيع طلع فاصل، نزل مشحون.,0,no
صاحب عربية كشري عطلت منه العربية نزل واداها دقة.,0,no
مرة كيس مكرونة اتخانق مع مراته قالت له وديني أندومي.,0,no
فنجان شاي بيطلق مراتة فنجانة الشاي قالت له طب والتفل اللى في بطني.,0,no
نكتة ماشية في الشارع تعيط سألوها مالك قالت لهم واحد ضحك عليا.,0,no
مرة ممثل كبير جاله دور برد رفضه.,0,no
لمبة طلبت خدمة من لمبة قالتلها من نيوني.,0,no
مرة واحد خبط واحد بخيل راح قاله ما تحاسب البخيل طلع يجري.,0,no
مرّه واحد راح يقابل خطيبته أخذ معاه ملعقه ليش؟ علشان يحرك مشاعرها.,0,no
مرة في واحد مسطول راح على البحرين أخذ معاه مايوهين.,0,no
مره بنت اسمها ورده ابوها صحي من النوم ملقهاش قال الحقوني بنتي اتقطفت.,0,no
خمسة دخلوا كلية هندسة ثلاثة طلعوا مهندسين والاثنين الباقيين طلعوا المعادي.,0,no
مرة واحد كان عايز يفكر بعمق قعد في حفرة.,0,no
"واحد بيعمل تحليل دم
قاله الدكتور؛ أنت عندك سكر في الدم،
رد المريض؛ الله يكرمك يا دكتور والله أنت إللي زي العسل.",0,no
بيقولك مره عنكبوت خد فياجرا عمل سجادة.,1,yes
مرة فرخة راحت عزا قالت البكاك لله.,0,no
مره واحد شاف بنت عندها حسنه فوق عينها قالها ديه عين ولا غين.,0,no
مره فرخه كانت ماشيه اتمسكت ف كمين عشان معهاش اوراك.,0,no
"عارفين ليه حاطين صورة تعبان ع الصيداليه
عشان كل اللي بيروحوها تعبانين.",0,no
مرة واحد عطشان رواه مسلم.,0,no
واحد اندعس وهربت السيارة اجو العالم اجتمعو سألوه: اخدت النمرة؟ جاوب: لا مثبتها منيح ما قدرت.,0,no
وحدة بتسأل جوزها: اذا صار معك مصاري كثير، رح تتغير؟! قالها لا طبعاً.. أنتي اللي رح تتغيري.,1,no
"فيه لاعب نزل للملعب بالبطانيه .. لية ؟
علشان يغطي فريقه.",0,no
"سألوا محشش: أول حيوان أنخلق عالارض..؟
قال لهم : الحمار الوحشي ! سألوه .. ليش؟؟ قال : لأن لونه اسود وأبيض ..",0,no
مره عارضة ازياء معرفتش تنام من صيحات الموضة.,0,no
مره خياط اتجوز خياطه حددوا فرحهم القميص الجاي.,0,no
مره فضائين حبوا يشربوا شاى راحوا كوكب نبتون.,0,no
"محشش سألوه وش الفرق بين الصيني والكوري؟!! 
قال مثل الفرق بين الكزبره والبقدونس.",1,no
مرة واحد راح للبقال قاله عندك سكر؟ قاله اه. قاله ربنا يشفيك.,0,no
مرة اتنين نازليين مع بعض، واحد لابس حزام ناسف والتاني لابس حزام مبلول.,1,yes
مرة واحد اكل رز معمر ضرب في بقه.,0,no
واحد ندل جدا وهوا بيموت وصى أولاده يبقو اندل منه . جه ينطق الشهاده ابنه الكبير حط ايده على بقه.,1,yes
مرة واحد غبى عرف ان الشيطان شاطر راح ذاكر معاه.,0,no
اتنين مدرسين رياضيات ماتو و اتدفنو في نفس الجبر .,0,no
مره بحار جاله صداع خدله قرصان بنادول.,0,no
مره سمكه عطست ف قالت للسمكه اللي جمبيها معكيش قنديل.,0,no
كنت اشعر بالوحدة ، وبعد مرور 15دقيقة ، اصبحت اشعر بالوحدة وربع.,0,no
مره فكهاني دخل امتحان قال ل صحابه أناناسي كل حاجه.,0,no
ﻣﺪﺭﺱ ﺟﻐﺮﺍﻓﻴﺎ ﺟﺎﺏ ﻟﻤﺮﺍﺗﻪ ﻓﻲﻋﻴﺪ ﻣﻴﻼﺩﻫﺎ ﺳﻠﺴﻠﺔ ﺟﺒﺎﻝ.,0,no
مره محامي اشتغل مكوجي علشان يطبق القانون.,0,no
مره نقاش اتخانق مع مراته هددها ب الطلاء.,0,no
مرة خروف تاجر في المخدرات البوليس عمل عليه كبسة.,1,yes
مرة خروف بطنه وجعته راح عامل غسيل معزة.,0,no
ليه السمك بيخاف من اتصالات؟ عشان اقوى شبكة في مصر.,0,no
مصري راح الكويت، راح يشتري ولاعة فبيقول الراجل دي بكام؟ قال له دينار. قال له انا عارف ان هي نار بكام بقى؟,0,no
مرة جواهيرجي حابب يغير النشاط عمل سلسلة مطاعم.,0,no
الشيخ واقف في المطبخ بيقلي بطاطس فرمى البطاطس في الزيت وقال استوو.,0,no
مرة واحد ملحد حب يتعلم لغة جديدة.. اتعلم اللغة اللاتينية.,0,no
مرة حمار راح يتقدم لحمارة ابوها رفصو.,0,no
راجل بيقول لواحد تاني: يا حج. قال له لأ انا محجتش. قال له يا شيخ. قال له مشخيتش.,1,yes
مرة عدسة محدبة قلعت الحداب.,0,no
لمونة سابت حبيبها. قال لها ايه ده. قالتله انا اسفة، اعصرني مش هينفع نكمل مع بعض.,0,no
مرة شيطان فتح فرن سماه الخبز والخبائز.,1,yes
اب بيزعق لابنه بيقول له المدرس طردك من المدرسة ليه؟ قاله يا بابا هو سألني اتنين زي التلاتة كام؟ قلت له خمسة. بعدها رح سألني تاني اتنين زي التلاتة كام؟ راح الاب قال ما هي هي يا روح امك. قاله ابنه ايوة ما انا قلت له كده. ,1,yes
مين إله البساطة عند الفراعنة. أبو سيمبل.,0,no
مرة واحدة شتمت واحد اسمه امير زعل عشان الشتيمة لزقت.,0,no
عروسة باربي اتحرقت بقت باربي كيو.,0,no
مرة واحدة اسمها همسة راحت لصاحبتها بقوا ستة.,0,no
بيقول لك مرة جندي امريكي اقتحم سوبر ماركت قال له عندك اسير انجليزي؟ قال له لا والله.. عندي اسير موز واسير مانجا.,0,no
نكتة ماشية في الشارع وتعيط سألوها بتعيطي ليه؟ قالتلهم واحد ضحك علية.,0,no
مدرس سأل تلميذ ايه أكتر بلد بتحبها التلميذ قال له تشيكو سلوفاكيا قال له طب قوم اكتبها. قال له بهزر معاك يا عم بحب مصر.,0,no
مرة سلحفاء دخلت مطعم وطلبت رز. قام الجرسون شالها ورمها برا رجعت له بعد شهر قالت له طب ما تزوقش بس.,0,no
اتنين مساطيل واحد منهم بيقول التاني امبارح انا حلمت ان انا رحت فرنسا. التاني قال له وانا حلمت ان انا باتجوز امبارح. راح رد عليه وقاله ليه ما عزمتنيش. قال له يا عم انا سألت عليك قالوا لي انك انت رحت فرنسا.,0,no
